76	Souad Hadjres	1.4493216833490027E11
124	Yan Zhang	1.6007749396835034E11
192	David Hogg	1.549361659313503E11
226	Martial Hebert	1.6207977311715033E11
234	Gady Agam	1.5807689549820032E11
250	Hiroshi Kawasaki	1.5574373060105032E11
310	Robert Bergevin	1.4548306418770026E11
325	Francis Schmitt	1.5108944350135028E11
337	Sing Bing Kang	1.4703995038810028E11
377	David G. Lowe	1.4777958652495026E11
404	Hongbin Zha	1.5821453380945032E11
422	Toshikazu Wada	1.545818583641503E11
435	Takeo Kanade	1.6524453036160037E11
444	Hong Zhang	1.4831642296465027E11
448	Katsushi Ikeuchi	1.6177768517330035E11
456	Piotr Jasiobedzki	1.4123172250860025E11
466	Andrew Edie Johnson	1.5613963921590033E11
467	James Davis	1.555252888936503E11
513	Takeshi Shakunaga	1.469903186560503E11
521	Ken-ichi Kanatani	1.5134355378510028E11
554	Longzhuang Li	1.4833683257050027E11
560	Xin Liu	1.5891184993975034E11
582	Ko Nishino	1.4839518868810028E11
584	Kazuhiko Yamamoto	1.4822522103995026E11
607	Sally I. McClean	1.491650430185503E11
620	Djemel Ziou	1.6007714843740033E11
631	Avinash C. Kak	1.573874109678503E11
643	Paul R. Schrater	1.4774072078410028E11
661	Demetri Terzopoulos	1.5587215711125034E11
665	Linda G. Shapiro	1.4780602221175027E11
704	Hideo Saito	1.4730755132700027E11
705	Makoto Kimura	1.4983929391265027E11
706	Masaaki Mochimaru	1.4983929391265027E11
714	Jens Gregor	1.4949465155690027E11
737	Sundar Vedula	1.5019614848190027E11
748	Xiang Zhang	1.6122701753445035E11
749	Yakup Genc	1.550375937011503E11
752	Dongmei Zhang	1.557288242088503E11
755	Yu Zhang	1.4866021126335028E11
760	Danijel Skocaj	1.4453249365905026E11
766	Chew Lim Tan	1.551981312096003E11
794	Jake K. Aggarwal	1.5887406481920032E11
798	Steven Feiner	1.5796516313420032E11
867	Hongtao Xu	1.539723137311003E11
871	Stefano Lonardi	1.6148155832960034E11
893	Xiaolin Feng	1.5135216183710028E11
894	Pietro Perona	1.5946292990850034E11
922	Larry S. Davis	1.502183014836503E11
926	Jorge Lobo	1.556727730456003E11
932	Pengyu Hong	1.4730072238025027E11
933	Zhen Wen	1.552541050390003E11
934	Thomas S. Huang	1.6532396119815036E11
935	Heung-Yeung Shum	1.6058758715640033E11
958	Stan Sclaroff	1.500126305179503E11
959	Benjamin Bustos	1.4975086094710028E11
960	Daniel A. Keim	1.6326607149040036E11
1030	German K. M. Cheung	1.4450826238095026E11
1031	Simon Baker	1.5828305499545032E11
1041	Tony F. Chan	1.4968280176160028E11
1102	Yi Liu	1.6136543370025034E11
1116	Darrell D. E. Long	1.6006277773050034E11
1117	Alex Pang	1.541609807834003E11
1140	Takashi Matsuyama	1.6072821811450034E11
1164	Trevor Darrell	1.5951250989170035E11
1173	James J. Little	1.4777958652495026E11
1217	Hanan Samet	1.573498172690003E11
1225	Min Chen	1.4323567995520026E11
1245	Alex Pentland	1.6343956519525037E11
1246	Marius Leordeanu	1.5576440733895032E11
1253	Linmi Tao	1.4420766095535025E11
1256	Wei Zhang	1.6239677679045035E11
1288	Matthias Hemmje	1.552493428451503E11
1300	Li Zhang	1.5871833985775034E11
1302	Steven M. Seitz	1.5604132208230032E11
1310	Tatjana Zrimec	1.497258402629503E11
1313	Steven W. Zucker	1.6174040003295035E11
1314	Gang Li	1.6185272199690033E11
1321	Leonard McMillan	1.5996958026590033E11
1333	Kevin W. Bowyer	1.5790918740250034E11
1336	Heng Huang	1.4272346411230023E11
1337	Rong Zhang	1.5616908149040033E11
1338	Fillia Makedon	1.5918241928690033E11
1342	Christopher G. Healey	1.4861094859450027E11
1352	Abhinav Gupta	1.5935120196280032E11
1360	David P. Helmbold	1.4928228938185028E11
1362	Ying Liu	1.4603760978155026E11
1367	Michael S. Langer	1.5245238693320032E11
1368	Kaleem Siddiqi	1.5800376716430032E11
1379	Ali Shokoufandeh	1.4818139220350027E11
1394	Parris K. Egbert	1.554563915240003E11
1399	Dimitris Samaras	1.4540681020320026E11
1407	Haojun Wang	1.4343839640675027E11
1450	Zhigang Zhu	1.5634747366280032E11
1475	David Page	1.554935260163003E11
1481	Frank Dellaert	1.5950755662550034E11
1558	Guodong Liu	1.4626089465720026E11
