1	the	1.3836595891305014E11
2	automatic	1.3317205203335016E11
3	acquisition	1.3029553084375018E11
4	of	1.3939314295750018E11
5	proof	1.2629980807940019E11
6	methods	1.3208954262195018E11
7	some	1.2957896684510017E11
8	philosophical	1.2151713417980022E11
9	problems	1.3172092807915018E11
10	with	1.3678848026755016E11
11	formal	1.2885856421245018E11
12	learning	1.3658862501630016E11
13	theory	1.3192218215840018E11
14	low	1.2810435794680019E11
15	cost	1.3128061791485017E11
16	outdoor	1.1776061607370023E11
17	robot	1.3038401873290018E11
18	platform	1.2847000949075018E11
19	for	1.4006815570405017E11
21	state	1.3023085922020018E11
23	mini	1.1444732788020024E11
24	grand	1.2164113410080022E11
25	challenge	1.261680849657502E11
26	classification	1.3455597989715016E11
27	noun	1.238620175339502E11
28	phrases	1.253315906837502E11
29	into	1.3073507293105019E11
30	concepts	1.2853956203105019E11
31	or	1.2943872504420018E11
32	individuals	1.224056429266002E11
33	terminological	1.260491301177502E11
34	cycles	1.235523361508002E11
35	in	1.3894643941875015E11
36	kl	1.1853181574760022E11
37	one	1.2991184564200018E11
38	based	1.3702874638455016E11
39	knowledge	1.3489396195465016E11
40	representation	1.3186287075215018E11
41	languages	1.3014069533080019E11
42	integrating	1.3110472143765018E11
43	description	1.2999127779180019E11
44	logics	1.2941059174590018E11
45	and	1.3891349286710016E11
46	action	1.3012946782955019E11
47	formalisms	1.223425061234002E11
48	first	1.3030885714375018E11
49	results	1.3170658536445018E11
50	building	1.3073188845960017E11
51	semantic	1.3356946493485016E11
52	mappings	1.2833788689410019E11
53	from	1.3548384460700015E11
54	databases	1.3556015977620016E11
55	to	1.3695874311815015E11
56	ontologies	1.2772931503080019E11
57	robust	1.3127994265700017E11
59	diagnosis	1.2960416313670018E11
60	as	1.3201786653175017E11
61	problem	1.3201080037635017E11
62	solving	1.3105310201885017E11
63	a	1.3923442319275015E11
64	hypothesis	1.2573770634765019E11
65	space	1.3208642248870018E11
66	old	1.2119795327230022E11
67	resolution	1.2980875225725018E11
68	meets	1.2536932009190019E11
69	modern	1.2556340245935019E11
