36	AAAI	1.3783461745390015E11
597	CIKM	1.3598616928720016E11
755	CVPR	1.3339911692700017E11
1194	ECIR	1.3316956359630017E11
1201	ECML	1.3306079090510016E11
1234	EDBT	1.3401260091225017E11
1798	ICDE	1.3745998031005017E11
1801	ICDM	1.3519103003055016E11
1902	ICML	1.3560786240860016E11
2180	IJCAI	1.3821112931185016E11
2504	KDD	1.3626793861600015E11
2934	PAKDD	1.3450605863980016E11
3011	PKDD	1.3380991020635016E11
3027	PODS	1.3494235859335016E11
3230	SDM	1.3347028236865016E11
3318	SIGIR	1.3739916456275015E11
3329	SIGMOD	1.3735544463850015E11
3594	VLDB	1.3752448400165015E11
3771	WWW	1.3435698198990016E11
4096	WSDM	1.261311556600502E11
