36	AAAI	7157.15003969199
597	CIKM	1713.75003969199
755	CVPR	1457.90003969199
1194	ECIR	470.2000396919901
1201	ECML	464.25003969199014
1234	EDBT	919.0000396919902
1798	ICDE	4058.90003969199
1801	ICDM	1140.0000396919902
1902	ICML	1310.0000396919902
2180	IJCAI	8258.75003969199
2504	KDD	2726.9500396919902
2934	PAKDD	861.2000396919902
3011	PKDD	737.9500396919901
3027	PODS	511.0000396919902
3230	SDM	443.8500396919901
3318	SIGIR	5508.15003969199
3329	SIGMOD	4789.050039691991
3594	VLDB	4537.45003969199
3771	WWW	1666.15003969199
4096	WSDM	35.850039691990155
