76	Souad Hadjres	2.700039691990157
124	Yan Zhang	10.350039691990156
192	David Hogg	6.1000396919901565
226	Martial Hebert	9.500039691990157
234	Gady Agam	4.400039691990157
250	Hiroshi Kawasaki	2.700039691990157
310	Robert Bergevin	13.750039691990157
325	Francis Schmitt	8.650039691990157
337	Sing Bing Kang	14.600039691990158
377	David G. Lowe	84.30003969199015
404	Hongbin Zha	3.5500396919901567
422	Toshikazu Wada	3.5500396919901567
435	Takeo Kanade	228.80003969199015
444	Hong Zhang	1.850039691990157
448	Katsushi Ikeuchi	39.25003969199015
456	Piotr Jasiobedzki	57.100039691990155
466	Andrew Edie Johnson	3.5500396919901567
467	James Davis	11.200039691990156
513	Takeshi Shakunaga	14.600039691990158
521	Ken-ichi Kanatani	2.700039691990157
554	Longzhuang Li	2.700039691990157
560	Xin Liu	1.850039691990157
582	Ko Nishino	4.400039691990157
584	Kazuhiko Yamamoto	67.30003969199015
607	Sally I. McClean	5.250039691990157
620	Djemel Ziou	16.300039691990158
631	Avinash C. Kak	6.1000396919901565
643	Paul R. Schrater	8.650039691990157
661	Demetri Terzopoulos	1.850039691990157
665	Linda G. Shapiro	12.900039691990157
704	Hideo Saito	1.850039691990157
705	Makoto Kimura	60.50003969199015
706	Masaaki Mochimaru	60.50003969199015
714	Jens Gregor	7.800039691990157
737	Sundar Vedula	8.650039691990157
748	Xiang Zhang	12.050039691990158
749	Yakup Genc	5.250039691990157
752	Dongmei Zhang	2.700039691990157
755	Yu Zhang	14.600039691990158
760	Danijel Skocaj	67.30003969199015
766	Chew Lim Tan	13.750039691990157
794	Jake K. Aggarwal	10.350039691990156
798	Steven Feiner	20.550039691990158
867	Hongtao Xu	9.500039691990157
871	Stefano Lonardi	6.1000396919901565
893	Xiaolin Feng	3.5500396919901567
894	Pietro Perona	21.400039691990155
922	Larry S. Davis	1.850039691990157
926	Jorge Lobo	8.650039691990157
932	Pengyu Hong	4.400039691990157
933	Zhen Wen	25.650039691990155
934	Thomas S. Huang	69.85003969199016
935	Heung-Yeung Shum	24.800039691990158
958	Stan Sclaroff	7.800039691990157
959	Benjamin Bustos	2.700039691990157
960	Daniel A. Keim	9.500039691990157
1030	German K. M. Cheung	12.900039691990155
1031	Simon Baker	12.900039691990155
1041	Tony F. Chan	6.100039691990157
1102	Yi Liu	10.350039691990156
1116	Darrell D. E. Long	34.15003969199016
1117	Alex Pang	1.0000396919901569
1140	Takashi Matsuyama	24.800039691990158
1164	Trevor Darrell	4.400039691990157
1173	James J. Little	84.30003969199015
1217	Hanan Samet	4.400039691990157
1225	Min Chen	1.850039691990157
1245	Alex Pentland	92.80003969199015
1246	Marius Leordeanu	1.0000396919901569
1253	Linmi Tao	12.900039691990155
1256	Wei Zhang	75.80003969199015
1288	Matthias Hemmje	21.400039691990155
1300	Li Zhang	14.600039691990156
1302	Steven M. Seitz	9.500039691990157
1310	Tatjana Zrimec	7.800039691990157
